key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Nonresident Pupils,Resident Pupils,Expelled: American Indian,Expelled: Black,Expelled: Asian,Expelled: Spanish Surname,Expelled: Other,Expelled: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Bilingual Instruction,Bilingual Teachers,Bilingual Pupils,Bilingual Material,New School Property,New School Construction,New School Capacity,New School (Greater Minority) Composition,Year,State Code,Assurance,Litigation Code,Selection Code,Sampling Weight ,Pupils in Another System: American Indian,Pupils in Another System: Black,Pupils in Another System: Asian American,Pupils in Another System: Spanish Surname,Pupils in Another System: Other,Pupils in Non-Public Schools: American Indian,Pupils in Non-Public Schools: Black,Pupils in Non-Public Schools: Asian American,Pupils in Non-Public Schools: Spanish Surname,Pupils in Non-Public Schools: Other,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other
69,1002040,LAWRENCE COUNTY,602 SOUTH MARKET STREET,Moulton,Lawrence,Alabama,3565,WOODROW BURKS,18,0,1735,0,0,5076,0,0,6811,0,0,0,0,0,0,140,100,110,0,71,0,0,219,0,0,76,0,0,231,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1002070,LEE COUNTY BOARD OF EDUCATION ,P O BOX 128,Opelika,Lee,Alabama,36801,T C BRITTON JR,8,0,2249,0,0,2471,0,0,4720,0,2,0,0,1,0,150,25,10,0,58,0,0,124,0,0,62,0,0,130,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1002100,LIMESTONE COUNTY              ,BOX 509,Athens,Limestone,Alabama,3561,C S PETTUS,11,0,1357,0,0,5658,0,170,6845,0,0,0,0,2,0,189,201,36,0,40,0,0,281,0,0,42,0,0,292,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1002130,LINDEN CITY,PO BOX C,Linden,Marengo,Alabama,36748,PAUL WHITCOMB,3,0,852,0,0,274,0,0,1126,0,0,0,0,0,0,100,460,150,0,34,0,0,17,0,0,37,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1002160,LOWNDES COUNTY BD OF ED,OX 6,Hayneville,Lowndes,Alabama,36040,HULDA COLEMAN,9,0,3633,0,0,399,0,0,4032,0,2,0,0,0,0,0,250,0,0,144,0,0,22,0,0,205,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3690987520,¢ó,SCHOOL STREET,Tuskegee,Macon,Alabama,3,6083,1077952576,1077952512,2816,0,1234944,1024,0,79872,0,0,1315840,0,0,0,0,0,0,0,128000,0,0,51200,0,0,6656,0,0,57088,0,0,6912,0,0,5888,0,0,1024,0,0,0,0,0,0,0,256,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1002220,MADISON COUNTY,P O BOX 226,Huntsville,Madison,Alabama,35804,DR MATTHEW H HALL,22,0,2668,0,3,8178,0,75,10778,0,2,0,0,3,0,170,153,166,0,131,0,0,318,0,0,133,0,0,345,0,0,6,0,0,18,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1002250,MARENGO,PO BOX 398,Linden,Marengo,Alabama,36748,FRED D RAMSEY,9,0,2725,0,0,876,0,0,3601,0,0,0,0,0,0,0,100,0,0,130,0,0,45,0,0,135,0,0,46,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1002280,MARION CITY,MONROE STREET,Marion,Perry,Alabama,36756,HUBBARD,2,0,558,0,0,408,0,50,916,0,1,0,0,0,0,0,350,90,0,12,0,0,31,0,0,12,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1002310,OUNTY,PO BOX 67,Hamilton,Marion,Alabama,35570,ESTES HUDSON,10,0,137,0,0,4631,0,75,4693,0,0,0,0,0,0,790,0,145,0,6,0,0,192,0,0,6,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1002330,MARSHALL COUNTY,ROUTE 1 BOX 494,Guntersville,Marshall,Alabama,35976,FRANK REED,20,0,72,0,0,8474,0,0,8546,0,0,0,0,0,0,0,35,108,0,1,0,0,361,0,0,1,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1002370,MOBILE CITY-COUNTY,504 GOVERNMENT STREET,Mobile,Mobile,Alabama,36601,DR HAROLD R COLLINS,82,4,30255,14,47,35943,0,0,66263,0,67,0,0,17,0,0,16971,6000,0,983,0,0,1416,0,0,1058,0,0,1560,0,0,3,0,0,11,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1002400,MONROE COUNTY BOARD OF EDUC,PO BOX 159,Monroeville,Monroe,Alabama,36460,C M POUNCEY,12,1,3292,0,3,1916,0,0,5212,0,12,0,0,6,0,0,508,192,0,117,0,0,123,0,0,120,0,0,133,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1002430,MONTGOMERY CITY-COUNTY,307 SOUTH DECATUR STREET,Montgomery,Montgomery,Alabama,36104,W S GARRETT,55,0,17126,0,0,19823,0,0,36949,0,33,0,0,10,0,0,5991,2058,0,573,0,0,864,0,0,601,0,0,925,0,0,7,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1002460,MORGAN COUNTY,P O BOX 1863,Decatur,Morgan,Alabama,35601,MR GEORGE NANCARROW,19,0,688,0,0,9364,0,0,10052,0,0,0,0,0,0,0,0,0,0,31,1,1,379,0,0,31,1,1,419,0,0,0,0,0,5,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1002490,MOUNTAIN BROOK CITY,3 CHURCH ST,Mountain Brook,Jefferson,Alabama,35213,DR W N EDDINS,6,3,0,1,9,4335,0,0,4348,0,0,0,0,0,0,6,75,10,0,0,0,0,209,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1002520,MUSCLE SHOALS,AVALON AVENUE,Muscle Shoals,Colbert,Alabama,35660,DONALD R HEIDORN,4,0,116,0,1,1949,0,25,2042,0,0,0,0,0,0,5,14,0,0,4,0,0,78,0,0,5,0,0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,1002550,ONEONTA,PO BOX 160,Oneonta,Blount,Alabama,35121,HUBERT L STREET,2,1,131,0,0,906,0,32,1006,0,0,0,0,0,0,18,0,22,0,0,0,0,42,0,0,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1002580,OPELIKA CITY,P O BOX 2469,Opelika,Lee,Alabama,3680,DR CLYDE M ZEANAH,8,0,1686,1,1,2596,0,79,4205,0,0,0,0,0,0,19,215,13,0,32,0,0,132,0,0,36,0,0,145,0,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1002610,OPP CITY,STEWART AVENUE,Opp,Covington,Alabama,36467,JAMES L NOLEN,3,0,288,0,0,1443,0,135,1596,0,0,0,0,0,0,0,0,137,0,7,0,0,67,0,0,7,0,0,75,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1002630,OXFORD CITY,PO BOX 3385,Oxford,Calhoun,Alabama,36201,BILL B CASSIDY,0,0,317,0,0,1880,0,0,2197,0,1,0,0,1,0,110,350,10,0,9,0,0,76,0,0,9,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1002640,OZARK CITY,EAST COLLEGE STREET,Ozark,Dale,Alabama,36360,Y R FRALISH,7,0,917,11,11,3413,0,0,4352,0,7,0,0,4,0,0,8,65,0,42,0,0,159,0,0,44,0,0,171,0,0,2,0,0,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1002670,PERRY COUNTY,GREEN STREET,Marion,Perry,Alabama,36756,L G WAGNER,0,0,2306,1,0,252,0,8,2551,0,0,0,0,0,0,275,100,110,0,83,0,0,19,0,0,87,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1002700,PHENIX CITY PUBLIC SCHOOLS,1212 9TH AVENUE,PHENIX CITY,Russell,Alabama,36867,JAMES E OWEN,11,0,2639,2,1,3065,0,0,5707,0,0,0,0,0,0,50,575,35,0,80,2,0,136,0,0,89,2,0,153,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1002730,PICKENS COUNTY,COURT SQUARE PO BOX 32,Carrollton,Pickens,Alabama,3544,WILLIAM W CARPENTER,8,0,3084,0,0,2153,0,10,5227,0,1,0,0,0,0,60,500,55,0,97,0,0,124,0,0,101,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1002760,PIEDMONT CITY SCHOOLS,N MAIN STREET,Piedmont,Calhoun,Alabama,36272,JOHN R KIRKPATRICK,3,0,165,0,1,1122,0,184,1104,0,0,0,0,0,0,61,0,6,0,2,0,0,52,0,0,3,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1002790,PIKE COUNTY,CHURCH S,Troy,Pike,Alabama,36081,EDWARD K WOOD,10,0,1787,0,0,1229,0,40,2976,0,0,0,0,0,0,150,300,60,0,55,0,1,101,0,0,59,0,1,105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1002820,RANDOLPH COUNTY,PO BOX 288,Wedowee,Randolph,Alabama,36278,R D SIMPSON,6,0,781,0,0,1752,0,0,2533,0,1,0,0,0,0,300,0,150,0,26,0,0,78,0,0,26,0,0,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1002850,ROANOKE CITY SCHOOLS,208 WEST POINT STREET,Roanoke,Randolph,Alabama,4,THOMAS E TURNER,3,0,385,0,0,981,0,331,1035,0,0,0,0,0,0,5,12,35,0,13,0,0,45,0,0,13,0,0,48,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1002880,RUSSELL COUNTY,POST OFFICE BOX 908,PHENIX CITY,Russell,Alabama,36867,WARREN N RICHARDS,8,0,3039,0,0,1170,0,0,4209,0,0,0,0,0,0,270,145,24,0,114,2,0,56,0,0,121,2,0,62,0,0,6,0,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1002910,ELLVILLE CITY,P O BOX 880,Russellville,Franklin,Alabama,35653,R M COURINGTON,4,1,305,1,0,1895,0,620,1582,0,0,0,0,0,0,173,0,0,0,9,0,0,87,0,0,9,0,0,96,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1002940,SCOTTSBORO CITY,670,Scottsboro,Jackson,Alabama,35768,T T NELSON,0,0,218,0,0,2896,0,0,3114,0,1,0,0,5,0,0,2,5,0,0,0,0,128,0,0,0,0,0,135,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1002970,SELMA CITY SCHOOLS,400 WASHINGTON STREET,Selma,Dallas,Alabama,36701,J A PICKARD,12,0,3659,0,0,2549,0,440,5768,0,0,0,0,0,0,90,800,35,0,116,0,1,145,0,0,129,0,1,156,0,0,4,0,0,8,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1003000,SHEFFIELD CITY SCHOOLS,300 WEST SIXTH S,Sheffield,Colbert,Alabama,35660,CARL M BOLEY,7,0,754,0,0,2091,0,52,2793,0,0,0,0,0,0,10,15,50,0,21,0,0,95,0,0,23,0,0,108,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1003030,SHELBY COUNTY,PO BOX 1007,Columbiana,Shelby,Alabama,35051,ELVIN HILL,19,4,2123,8,3,7418,0,0,9556,0,6,0,0,5,0,0,500,0,0,90,0,0,293,0,0,94,0,0,319,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1003060,ST CLAIR COUNTY,COURTHOUSE,PELL CITY,Shelby,Alabama,35125,GEORGE G EDEN,15,0,1189,1,17,6080,0,0,7287,0,0,0,0,0,0,150,80,17,0,44,0,0,240,0,0,48,0,0,258,0,0,2,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1003090,SUMTER COUNTY,P O BOX 10,Livingston,Sumter,Alabama,35470,SAM W JONES,7,0,3893,0,0,14,0,0,3907,0,0,0,0,0,0,0,750,0,0,158,0,0,55,0,0,158,0,0,55,0,0,3,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1003120,SYLACAUGA CITY SYSTEM,6131/2 N BROADWAY,Sylacauga,Talladega,Alabama,3515,RUBEN H PORCH,6,0,908,1,1,1976,0,224,2662,0,1,0,0,0,0,191,7,0,0,41,0,0,89,0,0,45,0,0,95,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1003150,TALLADEG    TY,501 SOUTH STREET,TALLADEG,Talladega,Alabama,3516,MR PEARINO GAITHER,8,0,1563,6,2,2470,0,80,3961,0,5,0,0,3,0,0,110,300,0,43,0,0,107,0,0,49,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1003180,A COUNTY,106              BOX 517,TALLADEG,Talladega,Alabama,,J R PITTARD,18,0,3872,0,0,5026,0,289,8609,0,0,0,0,0,0,182,253,41,0,130,0,0,229,0,0,140,0,0,256,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1003210,APOOSA COUNTY,COURTHOUSE,Dadeville,Tallapoosa,Alabama,36853,VIRGIL NOLEN PRICE,11,0,1607,0,0,2067,0,41,3633,0,4,0,0,0,0,228,300,500,0,37,0,0,116,0,0,39,0,0,122,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1003240,ASSEE CITY,BARNETT BLVD,TALLASSE,Tallapoosa,Alabama,36078,BENNIE G LITTLE,3,0,335,1,0,1295,0,0,1631,0,0,0,0,0,0,6,20,12,0,13,1,0,56,0,0,13,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1003270,TARRANT CITY,1408 EAST LAKE BOULEVARD,Tarrant,Jefferson,Alabama,35217,DR R JACK MORGAN,0,0,84,0,0,1409,0,9,1485,0,1,0,0,0,0,7,0,3,0,5,0,2,57,0,0,6,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1003300,THOMASVILLE CITY BD OF EDUC,GATES DRIVE,Thomasville,Clarke,Alabama,36784,ROBERT T SHORT,2,0,641,0,0,694,0,0,1335,0,0,0,0,0,0,10,200,28,0,17,0,0,33,0,0,21,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1003330,TROY CITY SCHOOLS,POST OFFICE BOX 529,Troy,Pike,Alabama,36081,DR JOHN A SHELTON,5,0,1012,0,0,1414,0,0,2426,0,0,0,0,0,0,0,150,0,0,32,0,0,78,0,0,33,0,0,84,0,0,0,0,0,12,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1003360,TUSCALOOSA CITY SCHOOLS,1100 21ST STREET EAST,TUSALOOSA,Tuscaloosa,Alabama,3540,HUGH H STEGALL,20,0,5938,0,0,6463,0,0,12401,0,2,0,0,0,0,0,1375,524,0,186,0,0,337,0,0,197,0,0,355,0,0,1,0,0,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1003390,OUNTY,P O BOX 2568,Tuscaloosa,Tuscaloosa,Alabama,,DR CHARLES SPRAYBENN,21,0,3382,0,0,9257,0,0,12639,0,0,0,0,0,0,0,0,153,0,123,0,0,350,0,0,134,0,0,398,0,0,4,0,0,12,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1003420,UMBIA CITY,300 EAST SEVENTH STREET,UMBIA,Colbert,Alabama,35674,JACK H VARDAMAN,4,0,510,0,0,1543,0,0,2053,0,5,0,0,0,0,0,60,0,0,19,0,0,73,0,0,21,0,0,83,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1003430,VESTAVIA HILLS BOARD OF ED,509 MONTGOMERY HIGHWAY,Vestavia Hills,Jefferson,Alabama,35216,WILLIAM T CLARK,3,0,99,0,0,2916,0,99,2916,0,0,0,0,0,0,14,88,0,0,32,0,0,111,0,0,36,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1003450,WALKER COUNTY,PO BOX 311,Jasper,Walker,Alabama,35501,ROBERT E CUNNINGHAM,27,0,768,0,6,8951,0,0,9725,0,0,0,0,1,0,35,10,225,0,44,0,0,358,0,0,46,0,0,386,0,0,2,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1003480,WASHINGTON COUNTY,P O BOX 447,Chatom,Washington,Alabama,36518,JOHN S WOOD,10,52,1576,0,2,2538,0,0,4168,0,2,0,0,2,0,0,250,109,4,69,0,0,122,0,4,81,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1003540,WINFIELD CITY SCHOOL,PO BOX 70,Winfield,Marion,Alabama,35594,PAUL J WEEKS,1,0,62,0,0,1291,0,0,1353,0,0,0,0,0,0,0,0,0,0,2,0,0,60,0,0,2,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1003580,WINSTON COUNTY,B,Double Springs,Winston,Alabama,35553,JIMMIE C LOTT,5,0,0,0,0,2177,0,0,2177,0,0,0,0,0,0,0,0,8,0,0,0,0,93,0,0,0,0,0,98,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1100150,GATEWAY BOROUGH,P O BOX 2550,Ketchikan,Ketchikan Gateway,Alaska,99901,E PRESHER,0,724,13,38,12,2167,0,11,2943,1,0,0,0,0,0,5,141,71,2,0,1,3,123,0,2,0,1,3,148,0,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,2,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1100180,GTR ANCHORAGE BOROUGH SCH DIST,670 FIREWEED LANE,Anchorage,Anchorage,Alaska,99503,JOE D MONTGOMERY,54,2421,1052,46,36,30297,0,2135,31712,0,2,0,0,0,0,30,10,50,22,41,3,4,1314,0,22,49,3,4,1441,0,1,0,0,0,120,0,1,1,47,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1100210,JUNEAU BOROUGH            ,1250 GLACIER AVENUE,Juneau,Juneau,Alaska,99801,DR PAUL W MAJOR,9,801,32,32,61,3365,0,0,4291,0,0,0,0,0,0,0,20,0,5,1,5,0,177,0,5,2,5,1,207,0,2,1,0,1,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1100240,GREATER SITKA BOROUGH,PO BOX 179,Sitka,Sitka,Alaska,99835,NELAND J HAAVIG,8,686,2,13,24,1072,0,13,1784,0,0,0,0,0,0,0,11,0,1,0,0,1,87,0,2,1,0,0,98,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1100390,KENAI PENINSULA BOROUGH SCHOOL,P O BOX 1266,Soldotna,Kenai Peninsula,Alaska,99669,JOHN F HAYWARD,22,683,5,11,15,4125,0,160,4679,0,0,0,0,0,0,1,2,75,0,2,1,0,253,0,0,2,1,0,280,0,0,0,0,0,9,0,1,2,57,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1100480,KODIAK ISLAND BOROUGH SCHOOL D,886,Kodiak,Kodiak Island,Alaska,99615,ROBERT C GREEN,12,782,16,33,18,1512,0,0,2361,0,0,0,0,0,0,0,85,0,3,0,0,0,99,0,3,0,0,0,118,0,0,0,0,0,21,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1100510,MATANUSKA-SUSITNA BOROUGH SCHO,1159 S CHUGACH ST P O BOX AB,Palmer,Matanuska-Susitna,Alaska,9964,DR NORMAN S ROUSEY,0,170,7,10,3,2247,0,82,2355,0,0,0,0,0,0,4,76,80,0,0,0,0,139,0,0,0,0,0,154,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1100570,NOME PUBLIC SCHOOL            ,BOX 131,Nome,Nome,Alaska,99762,DR GEORGE TAYLOR,1,506,1,0,6,93,0,0,606,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1100600,NORTH STAR BOROUGH,P O BOX 1250,Fairbanks,Fairbanks North Star,Alaska,99701,DR BOB FOUTES,15,937,323,87,73,7137,0,388,8169,16,1,0,2,48,0,0,500,50,2,15,0,2,380,0,3,16,0,2,407,0,0,0,0,0,30,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1100750,UNORGANIZED STATE SCHOOLS,650 INTERNATIONAL AIRPORT ROAD,Anchorage,Anchorage,Alaska,99502,STANLEY H FRIESE,148,5851,945,179,246,10447,0,165,17497,0,0,0,0,0,0,1239,985,550,44,28,5,7,878,0,48,29,5,8,943,0,0,0,0,0,0,0,1,8,275,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1200450,AQUA FRIA UNION HIGH 216,530 E RILEY DR                ,Avondale,Maricopa,Arizona,85323,HAROLD PORTER,1,0,86,3,309,870,0,6,1262,0,1,0,0,0,0,2,5,71,0,1,0,3,56,0,0,1,0,3,63,0,0,0,0,0,0,0,2,0,0,2,0,2,2,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1200510,AJO ELEM 015,201 ESPERANZA AVE P O BOX 68,Ajo,Pima,Arizona,1,W M DICUS,0,203,1,0,452,582,0,0,1238,0,0,0,0,0,0,0,100,0,0,0,0,1,48,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1200540,HIGH 103,WELL ROAD P O BOX 68,Ajo,Pima,Arizona,,,0,42,0,0,231,299,0,0,573,0,0,0,0,0,0,0,0,24,0,0,0,4,24,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1200600,ALHAMBRA ELEMENTARY DISTRICT,3001 W HAZELWOOD,Phoenix,Maricopa,Arizona,85017,WENDELL WOZENCRAFT,12,80,74,71,750,8340,0,4,9311,0,0,0,0,0,0,12,493,0,1,0,0,6,400,0,1,0,0,6,435,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1200660,AMPHITHEATER ELEM 010,125 EAST PRINCE ROAD,Tucson,Pima,Arizona,85705,DR ELLIOTT D BECKEN,11,35,36,38,648,4539,0,16,5280,0,0,0,0,0,0,3,300,0,0,1,2,5,205,0,0,1,2,0,219,0,0,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
