key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Year,State Code,SRG Code,Assurance,Litigation Code,Sampling Weight ,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other,Non-Resident Pupils: American Indian,Non-Resident Pupils: Black,Non-Resident Pupils: Asian American,Non-Resident Pupils: Spanish Surname,Non-Resident Pupils: Other,Resident Pupils: American Indian,Resident Pupils: Black,Resident Pupils: Asian American,Resident Pupils: Spanish Surname,Resident Pupils: Other,1970 OE code,
7174,5337170,RIO HONDO INDEPENDENT SCHOOL DIS,P. O. BOX 248,Rio Hondo,Cameron,Texas,78583,BRIT HOPWOOD,3,0,0,0,900,265,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,0,0,0,0,0,5,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7175,5338790,SAN BENITO CONSOL. INDEPEN. SCH.,195 WEST ADELE STREET,San Benito,Cameron,Texas,6,JOHN F. BARRON,13,0,7,28,4110,892,0,0,0,0,0,0,0,0,0,0,0,0,1,55,158,0,0,0,0,0,7,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7176,5335010,PITTSBURG COUNTY LINE CONSOLIDAT,201 LAFAYETTE STREET,Pittsburg,Camp,Texas,7568,FRED COVIN,6,0,883,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,42,0,0,55,0,0,2,0,0,0,0,0,0,137438953473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7177,5334230,PANHANDLE INDEPENDENT SCHOOL DIS,BOX 68,Panhandle,Carson,Texas,79068,"FREEMAN MELTON, JR.",3,0,1,0,58,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,3,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7178,5308880,ATLANTA INDEPENDENT SCHOOL DISTR,315 BUCKNER ST,Atlanta,Cass,Texas,75501,TRUITT INGRAM,6,0,869,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,39,0,0,60,0,0,4,0,0,5,0,0,0,146028888066,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7179,5323850,HUGHES SPRINGS ISD,N RUSSELL PO BOX 398,Hughes Springs,Cass,Texas,75656,"DONALD AYERS, SUPERI",3,0,237,0,0,721,0,0,0,0,0,0,0,0,0,0,0,6,0,0,41,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7180,5327540,LINDEN-KILDARE CONSOLIDATED I. S,P. O. BOX 650,Linden,Cass,Texas,75563,W. A. PARKER,5,0,398,0,0,791,0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,3,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7181,5336210,QUEEN CITY ISD,,QUEEN CITY,Cass,Texas,75572,J. K. HILIMAN,3,0,240,0,0,509,0,0,0,0,0,0,0,0,0,0,0,8,0,0,26,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7182,5317160,DIMMITT IND SCHOOL DISTRICT,801 WESTERN DR,Dimmitt,Castro,Texas,79027,PAUL HILBURN,4,2,105,0,777,1039,0,0,0,0,0,0,0,0,0,0,0,2,0,4,104,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7183,5322650,HART I. S. D.,BOX 487,Hart,Castro,Texas,79043,TED AVERITT,2,0,14,0,375,317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7184,5308190,ANAHUAC INDEPENDENT SCHOOL DISTR,P. O. BOX 369,Anahuac,Chambers,Texas,77514,HENRY WHEELER,3,0,459,0,5,779,0,0,0,0,0,0,0,0,0,0,0,8,0,0,66,0,0,1,0,0,4,0,0,0,154618822657,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7185,5309450,BARBERS HILL INDEPENDENT SCHOOL,BOX B,Mont Belvieu,Chambers,Texas,77580,J. O. HORN,2,0,66,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7186,5317880,EAST CHAMBERS COUNTY SCHOOL DIST,P. O. BOX 417,Winnie,Chambers,Texas,77665,NICK M. GRIVICH,3,0,194,2,10,970,0,0,0,0,0,0,0,0,0,0,0,3,0,1,57,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7187,5324560,JACKSONVILLE IND. SCHOOL DISTRIC,BOX 631,Jacksonville,Cherokee,Texas,75766,W. D. MAULDIN,7,0,938,0,88,2233,0,0,0,0,0,0,0,0,0,0,0,32,0,0,125,0,0,3,0,0,3,0,0,0,158913789961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7188,5338360,RUSK INDEPENDENT SCHOOL DISTRICT,P. O. BOX 474,Rusk,Cherokee,Texas,75785,J. E    RTIN,4,0,357,0,0,1015,0,0,0,0,0,0,0,0,0,0,1,13,0,0,51,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7189,5313860,CHILDRESS INDEPENDENT SCHOOL DIS,340 THIRD STREET NORTHWEST,Childress,Childress,Texas,79201,HOWARD MURCHISON,0,0,127,0,52,1188,0,0,0,0,0,0,0,0,0,0,0,3,0,0,66,0,0,0,0,0,3,0,0,0,163208757250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7190,5322980,HENRIETTA IN,1600 E CRAFTON,Henrietta,Clay,Texas,76365,BILL R. WOOD,3,0,19,0,2,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7191,5331470,MORTON IND SCHOOL SYSTEM,500 WEST BUCHANAN,Morton,Cochran,Texas,79346,BOB E. TRAVIS,0,0,119,0,273,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,171798691842,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7192,5345570,WHITEFACE IND SCHOOL DISTRICT,BOX 7,Whiteface,Cochran,Texas,79379,R. K. MCCOY,2,0,21,0,102,256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7193,5314550,COLEMAN ISD,119 WEST STREET P. O. BOX 900,Coleman,Coleman,Texas,76834,C. E. CASSELBERRY,4,0,64,0,141,1053,0,0,0,0,0,0,0,0,0,0,0,3,0,0,60,0,0,0,0,0,5,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7194,5313290,CELINA INDEPENDENT SCHOOL DISTRI,BOX 188,Celina,Collin,Texas,75009,WALTER R. SEARS,3,6,68,0,19,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7195,5314850,COMMUNITY RURAL HIGH SCHOOL DIST,938,Nevada,Collin,Texas,75073,J. R. GAY,0,0,130,0,17,310,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,2,0,0,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7196,5319080,FARMERSVILLE INDEPENDENT SCHOOL,NORTH MAIN STREET (BOX 472),Farmersville,Collin,Texas,75031,JAMES K. HIGHSMITH,2,0,138,0,38,455,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7197,5329850,MCKINNEY ISD,2000 ROLLINS STREET,McKinney,Collin,Texas,75069,JACK C. FAUBION,6,0,455,3,515,2868,0,0,0,0,0,0,0,0,0,0,0,13,0,3,166,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7198,5335100,PLANO INDEPENDENT SCHOOL DISTRIC,1717 17TH STREET,Plano,Collin,Texas,75074,H. WAYNE HENDRICK,8,0,275,1,98,3765,0,0,0,0,0,0,0,0,0,0,0,9,0,1,193,0,0,0,0,0,15,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7199,5346530,WYLIE IND. SCHOOL DISTRICT,P. O. BOX 490,Wylie,Collin,Texas,75098,J. D. CHANEY,3,5,7,2,32,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7200,5314700,COLUMBUS INDEPENDENT SCHOOL DIST,,Columbus,Colorado,Texas,78934,MARLEY GIDDENS,0,0,409,0,69,1047,0,0,0,0,0,0,0,0,0,0,0,11,0,0,61,0,0,0,0,0,1,0,0,0,193273528322,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7201,5336970,RICE CONSOLIDATED INDEPENDENT SC,200 W. PRAIRIE,Eagle Lake,Colorado,Texas,7743,E. A. KRIVACKA,5,0,498,0,389,883,0,0,0,0,0,0,0,0,0,0,0,7,0,2,88,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7202,5344820,WEIMAR ISD,101 N. WEST STREET,Weimar,Colorado,Texas,78962,MALVIN K. MERREM,4,0,284,0,65,449,0,0,0,0,0,0,0,0,0,0,0,12,0,0,30,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7203,5332370,NEW BRAUNFELS INDEPENDENT SCHOOL,431 WEST MILL STREET,New Braunfels,Comal,Texas,78130,O. E. HENDRICKS,6,0,97,1,1613,2109,0,0,0,0,0,0,0,0,0,0,0,2,0,5,178,0,0,0,0,0,0,0,0,0,197568495623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7204,5314730,COMAL INDEPENDENT SCHOOL DISTRIC,1275 HIGHWAY 81 EAST,New Braunfels,Comal,Texas,,NORMAN WHISENANT,5,0,0,0,322,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,2,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7205,5316440,DE LEON IND SCHOOL DISTRICT,,De Leon,Comanche,Texas,0,,2,0,0,0,55,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7206,5318080,EDEN INDEPENDENT,BOX X,Eden,Concho,Texas,76837,H. V. SAWYER,0,0,0,0,93,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7207,5320220,GAINESVILLE INDEPENDENT SCHOOL D,1201 LINDSAY STREET,Gainesville,Cooke,Texas,76240,WILBURN O. ECHOLS,7,0,273,0,4,2852,0,0,0,0,0,0,0,0,0,0,0,4,0,0,131,0,0,0,0,0,12,0,0,0,210453397509,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7208,5315240,COPPERAS COVE INDEPENDENT SCHOOL,AVENUE E AND 6TH,Copperas Cove,Coryell,Texas,76522,J. L. WILLIAMS,5,2,29,63,70,2525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136,0,0,0,0,0,6,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7209,5320500,GATESVILLE INDEPENDENT SCHOOL DI,LOVERS LANE,Gatesville,Coryell,Texas,8,L. C. MCKAMIE,3,0,94,0,41,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7210,5333900,PADUCAH INDEPENDENT SCHOOL DISTR,DRAWER P,Paducah,Cottle,Texas,7924,H. R. JEFFERIES,0,0,108,0,101,515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7211,5315690,CROCKETT CNTY. CONSOL. COMMON SC,797 AVE. D,Ozona,Crockett,Texas,76943,L. B. T. SIKES,4,0,17,0,572,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,3,0,0,0,227633266689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7212,5328230,LORENZO CONSOLIDATED IND. SCHOOL,4TH & POLK,Lorenzo,Crosby,Texas,7934,JOE P. WOOD,2,0,104,0,263,322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,2.37684487653473E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7213,5336390,RALLS INDEPENDENT SCHOOL DISTRIC,DRAWER AD,Ralls,Crosby,Texas,79357,C. O. GREGORY SUPERI,3,0,105,0,518,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,6,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7214,5315990,CULBERSON CO. RURAL HIGH SCH. DI,,Van Horn,Culberson,Texas,79855,AYTCH G. SKOUSEN,5,0,0,0,570,453,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,1,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7215,5313050,CARROLLTON-FARMERS BRANCH I. S.,1721 WALNUT STREET P. O. BOX 186,Carrollton,Dallas,Texas,75006,E. NEWMAN SMITH,11,27,85,11,261,8386,0,0,0,0,0,0,0,0,0,0,2,2,0,4,385,0,0,0,0,1,22,0,0,0,244813135874,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7216,5315210,COPPELL INDEPENDENT SCHOOL DISTR,P. O. BOX 447,Coppell,Dallas,Texas,75019,W. W. PINKERTON,2,0,0,0,21,486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,4,0,0,0,7.13053462628379E+029,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7217,5316230,DALLAS INDEPENDENT SCHOOL DISTRI,3700 RUSS AVENUE,Dallas,Dallas,Texas,75204,DR. NOLAN ESTES,174,445,49235,160,12196,97888,0,0,0,0,0,0,0,0,0,0,1,1665,0,25,5113,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7218,5316860,DESOTO I,PO DRAWER 520,DeSoto,Dallas,Texas,75115,FRED R. NICKLES,3,2,3,1,31,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,0,0,0,0,3,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7219,5317640,DUNCANVILLE INDEPENDENT SCHOOL D,802 SOUTH MAIN,Duncanville,Dallas,Texas,6,W. H. BYRD,5,0,27,0,43,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7220,5320340,GARLAND INDEPENDENT SCHOOL DISTR,720 STADIUM DRIVE (P. O. BOX 128,Garland,Dallas,Texas,75040,GLEN B. COUCH,28,30,878,12,318,17897,0,0,0,0,0,0,0,0,0,0,1,15,2,4,767,0,0,2,0,0,28,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7221,5321420,GRAND PRAIRIE ISD,202 COLLEGE,Grand Prairie,Dallas,Texas,7505,MR. M. BROWNING COMB,17,64,541,10,369,9063,0,0,0,0,0,0,0,0,0,0,0,18,0,0,404,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7222,5324420,IRVING INDEPENDENT SCHOOL DISTRI,901 O'CONNOR ROAD - P. O. BOX 63,Irving,Dallas,Texas,7506,W. T. HANES,22,36,470,32,631,21552,0,0,0,0,0,0,0,0,0,0,0,17,0,2,964,0,0,3,0,0,39,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7223,5326670,LANCASTER INDEPENDENT SCHOOL DIS,902 N. DALLAS AVENUE,Lancaster,Dallas,Texas,75146,F. M. ADAMS,5,0,158,0,74,2383,0,0,0,0,0,0,0,0,0,0,0,2,0,1,107,0,0,1,0,0,2,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7224,5330390,MESQUITE INDEPENDENT SCHOOL DIST,405 EAST DAVIS STREET,Mesquite,Dallas,Texas,9,DR. RALPH H. POTEET,19,26,10,7,431,16169,0,0,0,0,0,0,0,0,0,0,0,1,0,3,696,0,0,0,0,0,35,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7225,5337020,RICHARDSON INDEPENDENT SCHOOL DI,400 SOUTH GREENVILLE AVENUE,Richardson,Dallas,Texas,75080,J. J. PEARCE,31,6,1085,52,152,25023,0,0,0,0,0,0,0,0,0,0,1,49,0,2,1096,0,0,0,0,0,20,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7226,5345960,WILMER-HUTCHINS INDEPENDENT SCH.,BOX AB,Hutchins,Dallas,Texas,75141,DONALD E. ROBBINS,10,11,2466,1,138,1728,0,0,0,0,0,0,0,0,0,0,0,123,0,0,69,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7227,5326610,LAMESA INDEPENDENT SCHOOL DISTRI,212 NORTH HOUSTON AVE,Lamesa,Dawson,Texas,7933,ALVIN R. CANNADY,6,0,291,2,1296,1812,0,0,0,0,0,0,0,0,0,0,0,5,0,3,163,0,0,0,0,0,5,0,0,0,249108103172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7228,5323010,HEREFORD INDEPENDENT SCHOOL DIST,700 UNION AVE. P. O. BOX 1698,Hereford,Deaf Smith,Texas,79045,"JOHNNY CLARK, JR.",8,0,89,0,2415,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,6,0,0,0,253403070465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7229,5315150,COOPER INDEPENDENT SCHOOL DISTRI,,Cooper,Delta,Texas,75432,WADE T. BLEDSOE,2,0,174,0,0,576,0,0,0,0,0,0,0,0,0,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,257698037762,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7230,5319050,FANNINDEL INDEPENDENT SCHOOL DIS,BOX 159,Ladonia,Fannin,Texas,75449,ALFRED E. CONLEY,0,0,154,0,0,233,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7231,5316740,DENTON INDEPENDENT SCHOOL DISTRI,1205 UNIVERSITY DRIVE WEST,Denton,Denton,Texas,76201,CHESTER O. STRICKLAN,14,7,699,15,193,5966,0,0,0,0,0,0,0,0,0,0,0,26,0,0,304,0,0,0,0,0,12,0,0,0,261993005059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7232,5326430,LAKE DALLAS INDEPENDENT SCHOOL D,BOX 548,Lake Dallas,Denton,Texas,75065,H. T. MAHAN,3,1,0,0,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7233,5327300,LEWISVILLE INDEPENDENT SCHOOL DI,1230 W MAIN STREET,Lewisville,Denton,Texas,7,"CARL H. CRAIGHEAD, S",5,7,150,0,24,2860,0,0,0,0,0,0,0,0,0,0,0,2,0,1,151,0,0,0,0,0,2,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7234,5333150,NORTHWEST INDEPENDENT SCHOOL DIS,RT. 1,Justin,Denton,Texas,7624,TRUETT WILSON,6,1,0,7,10,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7235,5315960,CUCRO INDEPENDENT SCHOOL DISTRIC,PARK HEIGHTS DRIVE,CUCRO,DeWitt,Texas,77954,JOE W. WARD,5,0,472,0,589,1030,0,0,0,0,0,0,0,0,0,0,1,8,0,2,107,0,0,0,0,0,8,0,0,0,266287972353,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7236,5346620,YOAKUM INDEPENDENT SCHOOL DISTRI,PO BOX 737 POTH STREET,Yoakum,Lavaca,Texas,77995,HAROLD O. R. KNAPE,4,0,243,0,337,997,0,0,0,0,0,0,0,0,0,0,0,11,0,1,74,0,0,0,0,0,4,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7237,5341310,SPUR INDEPENDENT SCHOOL DISTRICT,P. O. BOX 1196,Spur,Dickens,Texas,79376,R. E. MURRAY,0,0,51,2,133,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7238,5312990,CARRIZO SPRINGS CONSOL. ISD,9TH AND NOPAL,Carrizo Springs,Dimmit,Texas,78834,W. S. TAYLOR,7,0,28,0,1306,418,0,0,0,0,0,0,0,0,0,0,0,0,0,12,82,0,0,0,0,0,1,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7239,5309930,BENAVIDES INDEPENDENT SCHOOL DIS,DRAWER P,Benavides,Duval,Texas,78341,GORDON D. ROSS,6,0,4,0,1300,466,0,0,0,0,0,0,0,0,0,0,0,0,0,50,57,0,0,0,0,1,3,0,0,0,283467841537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7240,5314070,CISCO INDEPENDENT SCHOOL DISTRIC,PO BOX 1645,Cisco,Eastland,Texas,0,ROY HATHAWAY,4,0,31,0,43,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7241,5336480,RANGER INDEPENDENT SCHOOL DISTRI,P. O. BOX 421,Ranger,Eastland,Texas,7647,JAMES R. CLARK,3,0,13,0,57,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7242,5318000,ECTOR COUNTY INDEPENDENT SCHOOL,8TH AND LEE STREETS - P. O. BOX,Odessa,Ector,Texas,7976,FLOYD D. MANRY,32,15,1605,17,3658,19560,0,0,0,0,0,0,0,0,0,0,0,74,0,16,1128,0,0,0,0,0,28,0,0,0,292057776129,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7243,5318540,ENNIS INDEPENDENT SCHOOL DISTRIC,116 WEST ENNIS AVENUE,Ennis,Ellis,Texas,75119,FORREST E. WATSON,6,2,814,0,345,1941,0,0,0,0,0,0,0,0,0,0,0,25,0,1,111,0,0,2,0,0,10,0,0,0,300647710725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7244,5319170,FERRIS IND SCHOOL DISTRICT,BOX 218,Ferris,Ellis,Texas,75125,MR. CAL P. WESTER,4,0,481,0,120,440,0,0,0,0,0,0,0,0,0,0,0,15,0,0,37,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7245,5324450,ITALY INDEPENDENT SCHOOL DISTRIC,"P. O. BOX G, 406 PARK STREET",Italy,Ellis,Texas,76651,GEORGE E. SCOTT,3,0,156,0,28,195,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7246,5330600,MIDLOTHIAN INDEPENDENT SCHOOL DI,700 WEST AVENUE H,Midlothian,Ellis,Texas,76065,C. M. KOONCE,4,0,87,0,48,782,0,0,0,0,0,0,0,0,0,0,0,3,0,0,43,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7247,5336660,RED OAK ISD,PO BOX 117,Red Oak,Ellis,Texas,75154,DON SHIELDS,2,0,36,0,28,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7248,5344730,WAXAHACHIE INDEPENDENT SCHOOL DI,413 WEST MAIN STREET,Waxahachie,Ellis,Texas,75165,T. C. WILEMON,6,10,893,0,205,2225,0,0,0,0,0,0,0,0,0,0,0,37,0,0,112,0,0,2,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7249,5318900,FABENS IND SCH DIST,P. O. BOX 697,Fabens,El Paso,Texas,79838,ALVIN ERICSO,4,0,18,0,1307,188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,0,0,0,0,0,1,0,0,0,7.92281625142643E+028,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
