key,OE School System Code,System Name,System Street Address,System City,System County,System State,System Zip Code,Chief Administrative Officer,Number of School Campus Forms,System Pupils: American Indian,System Pupils: Black,System Pupils: Asian American,System Pupils: Spanish Surname,System Pupils: Other,System Pupils: Total,Resident Pupils in another System,Resident Pupils in nonpublic schools,Resident School Age not in School,System Teachers: American Indian,System Teachers: Black,System Teachers: Asian,System Teachers: Spanish Surname,System Teachers: Other,System Teachers: Total,Professional Staff: American Indian,Professional Staff: Black,Professional Staff: Asian,Professional Staff: Spanish Surname,Professional Staff: Other,Professional Staff: Total,Professionals in more than one school: American Indian,Professionals in more than one school: Black,Professionals in more than one school: Asian,Professionals in more than one school: Spanish Surname,Professionals in more than one school: Other,Professionals in more than one school: Total,Year,State Code,SRG Code,Assurance,Litigation Code,Sampling Weight ,School Age not in School: American Indian,School Age not in School: Black,School Age not in School: Asian American,School Age not in School: Spanish Surname,School Age not in School: Other,Non-Resident Pupils: American Indian,Non-Resident Pupils: Black,Non-Resident Pupils: Asian American,Non-Resident Pupils: Spanish Surname,Non-Resident Pupils: Other,Resident Pupils: American Indian,Resident Pupils: Black,Resident Pupils: Asian American,Resident Pupils: Spanish Surname,Resident Pupils: Other,1970 OE code,
84,1001170,DECATUR CITY,P. O. BOX 1968,Decatur,Morgan,Alabama,35601,H. R. LEEMAN,14,0,1502,0,0,7458,0,0,0,0,0,0,0,0,0,0,0,71,0,0,326,0,0,0,0,0,12,0,0,0,223338299392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,1002460,MORGAN COUNTY,,Decatur,Morgan,Alabama,,J. C. PETTEY,18,0,700,0,0,8937,0,0,0,0,0,0,0,0,0,0,0,30,0,0,365,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,1002670,PERRY COUNTY,,Marion,Perry,Alabama,36756,L. G. WALKER,11,0,2730,0,0,584,0,0,0,0,0,0,0,0,0,0,0,105,0,0,26,0,0,0,0,0,0,0,0,0,227633266689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,1002280,MARION CITY,,ON CITY,Perry,Alabama,0,FRED HUBBARD,4,0,425,0,0,529,0,0,0,0,0,0,0,0,0,0,0,21,0,0,29,0,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,1002730,PICKENS COUNTY SCHOOL SYSTEM,,Carrollton,Pickens,Alabama,35447,WILLIAM W. CARPENTER,9,0,3096,0,0,2581,0,0,0,0,0,0,0,0,0,0,0,123,0,0,130,0,0,0,0,0,0,0,0,0,231928233985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,1002790,PIKE COUNTY,,Troy,Pike,Alabama,36081,HAROLD R. COLLINS,0,0,1873,0,0,1598,0,0,0,0,0,0,0,0,0,0,0,77,0,0,92,0,0,0,0,0,0,0,0,0,236223201280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,1003330,TROY CITY SCHOOL SYSTEM,,Troy,Pike,Alabama,,PAUL R. HUBBERT,6,0,1102,0,0,1353,0,0,0,0,0,0,0,0,0,0,0,46,0,0,84,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,1002820,RANDOLPH COUNTY,,Wedowee,Randolph,Alabama,36278,R. D. SIMPSON,9,0,1247,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,52,0,0,79,0,0,0,0,0,0,0,0,0,240518168577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,1002850,ROANOKE CITY SCHOOLS,,Roanoke,Randolph,Alabama,0,MELTON B. WALLACE,3,0,38,0,0,1121,0,0,0,0,0,0,0,0,0,0,0,2,0,0,45,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,1002700,PHENIX CITY SCHOOL SYSTEM,,PHENIX CITY,Russell,Alabama,,JAMES E. OWEN,11,0,2654,0,0,3185,0,0,0,0,0,0,0,0,0,0,0,96,0,0,142,0,0,0,0,0,0,0,0,0,244813135873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,1002880,RUSSELL COUNTY,,PHENIX CITY,Russell,Alabama,36867,RICHARDS,10,0,3618,0,0,1686,0,0,0,0,0,0,0,0,0,0,0,148,0,0,84,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,1003060,ST. CLAIR COUNTY,,Ashville,St. Clair,Alabama,35953,HUGH H. WILLIAMSON,16,0,1265,0,0,5264,0,0,0,0,0,0,0,0,0,0,0,60,0,0,210,0,0,0,0,0,0,0,0,0,249108103169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,1003030,SHELBY COUNTY,,,Shelby,Alabama,0,ELVIN HILL,24,0,2118,0,0,6790,0,0,0,0,0,0,0,0,0,0,0,114,0,0,270,0,0,0,0,0,0,0,0,0,253403070464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,1003090,SUMTER C,,Livingston,Sumter,Alabama,,E. W. MALLOWN,14,0,4395,0,0,863,0,0,0,0,0,0,0,0,0,0,0,192,0,0,57,0,0,0,0,0,0,0,0,0,257698037760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,1003120,SYLACAUGA CITY SCHOOLS,,Sylacauga,Talladega,Alabama,3515,RUBEN H. PORCH,6,0,1013,0,0,2162,0,0,0,0,0,0,0,0,0,0,0,51,0,0,98,0,0,0,0,0,0,0,0,0,261993005056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,1003150,TALLADEG            L SYSTEM,,TALLADEG,Talladega,Alabama,3516,F. L. HARWELL,10,0,1510,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,65,0,0,109,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,1003180,A COUNTY,,TALLADEG,Talladega,Alabama,,J. V. PITTARD,20,0,4050,0,0,5790,0,0,0,0,0,0,0,0,0,0,0,158,0,0,243,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,1003210,APOOSA COUNTY SCHOOLS,,Dadeville,Tallapoosa,Alabama,36853,VIRGIL NOLEN PRICE,10,0,1662,0,0,2254,0,0,0,0,0,0,0,0,0,0,0,73,0,0,101,0,0,0,0,0,0,0,0,0,266287972353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,1000030,ALEXANDER CITY,,ALEXANDER CITY,Tallapoosa,Alabama,0,"S. C. DOSS, JR.",5,0,1250,0,0,2811,0,0,0,0,0,0,0,0,0,0,0,49,0,0,130,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,1003360,TUSCALOOSA CITY,1100 21ST. STREET EAST,Tuscaloosa,Tuscaloosa,Alabama,35401,H. D. NELSON,21,0,5743,0,0,7632,0,0,0,0,0,0,0,0,0,0,0,208,0,0,348,0,0,0,0,0,0,0,0,0,270582939649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,1003390,OUNTY,,Tuscaloosa,Tuscaloosa,Alabama,,CHARLES SPRAYBERRY,27,0,3487,0,0,8538,0,0,0,0,0,0,0,0,0,0,0,116,0,0,366,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,1000570,CARBON HILL CITY SCHOOLS,,Carbon Hill,Walker,Alabama,35549,HOLLIS G. THOMPSON,3,0,81,0,0,853,0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,274877906945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,1001890,JASPER CITY SCHOOL,,Jasper,Walker,Alabama,0,B. M. H. SONGER,6,0,148,0,0,1641,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,1003450,WALK    OUNTY,LIBRARY BLDG.,,Walker,Alabama,,ROBERT CUNNINGHAM,29,0,1220,0,0,9365,0,0,0,0,0,0,0,0,0,0,0,53,0,0,376,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,1003480,WASHINGTON COUNTY,,Chatom,Washington,Alabama,36518,JOHN S. WOOD,13,0,1696,0,0,2845,0,0,0,0,0,0,0,0,0,0,0,75,0,0,119,0,0,0,0,0,0,0,0,0,279172874241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,1003510,WILCOX COUNTY,,Camden,Wilcox,Alabama,36726,JAMES R. EPHRAIM,15,0,3878,0,0,1123,0,0,0,0,0,0,0,0,0,0,0,181,0,0,70,0,0,0,0,0,0,0,0,0,283467841536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,1003580,WINSTON COUNTY,,Double Springs,Winston,Alabama,0,"BOYCE S. ALBRIGHT, S",8,0,19,0,0,3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,287762808832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,1100150,GATEWAY BOROUGH SCHOOL DISTRICT,201 SCHOENBAR ROAD P. O. BOX 255,Ketchikan,Ketchikan Gateway,Alaska,99901,JOHN F. HAYWARD,5,679,21,19,24,2057,0,0,0,0,0,0,0,0,0,0,2,0,1,1,129,0,0,0,0,1,4,0,0,2,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,1100180,GREATER ANCHORAGE BOROUGH SCHOOL,670 FIREWEED LANE,Anchorage,Anchorage,Alaska,99503,DR. CARLISLE H. KRAM,43,1352,868,8,2,24730,0,0,0,0,0,0,0,0,0,0,10,18,0,3,1181,0,0,0,0,0,0,0,0,0,115964117019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,1100210,JUNEAU BOROUGH SCHOOL DI,1250 GLACIER AVENUE,Juneau,Juneau,Alaska,99801,W. D. OVERSTREET,7,659,34,22,28,3146,0,0,0,0,0,0,0,0,0,0,2,5,0,0,172,0,0,0,0,0,15,0,0,0,120259084316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,1100390,KENAI PENINSULA BOROUGH SCHOOL D,PO BOX 539,Kenai,Kenai Peninsula,Alaska,9961,"ERNEST L. PRESHER, S",20,11,17,13,21,4433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,233,0,0,0,0,0,3,0,0,0,128849018910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,1100480,KODIAK ISLAND BOROUGH SCHOOL DIS,OX 886 REZANOFF & 6TH STREET,Kodiak,Kodiak Island,Alaska,5,IVOR A. SCHOTT,11,633,14,15,8,1324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
116,1100510,MATANUSKA-SUSITNA BOROUGH SCH DI,OX AB,Palmer,Matanuska-Susitna,Alaska,9964,"VONDOLEE S. PAGE, SU",10,85,5,6,6,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,137438953504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117,1100600,FAIRBANKS NORTH STAR BOROUGH SCH,1255 AIRPORT WAY,Fairbanks,Fairbanks North Star,Alaska,99701,DR. CHARLES W. LAFFE,13,604,275,62,33,6635,0,0,0,0,0,0,0,0,0,0,1,7,1,1,326,0,0,0,0,0,0,0,0,0,141733920801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118,1100750,"STATE OF ALASKA, STATE-OPERATED",650 INTERNATIONAL AIRPORT ROAD,Anchorage,Anchorage,Alaska,99502,MERLE M. ARMSTRONG,123,1847,846,240,292,12561,0,0,0,0,0,0,0,0,0,0,8,24,2,2,792,0,0,0,0,0,42,0,0,0,150323855361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
119,1100570,NOME PUBLIC SCHOOLS,BOX 131,Nome,Nome,Alaska,9976,GLEN DAHL,1,0,5,1,0,779,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,1100660,PETERSBURG CITY SCHOOL DISTRICT,289,Petersburg,Petersburg,Alaska,99833,D. W. SCHULTZ,2,118,4,6,13,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
121,1201950,CHINLE ELEMENTARY SCHOOL DISTRIC,,Chinle,Apache,Arizona,8650,JOSEPH L. MATTHEWS,5,1715,19,0,12,204,0,0,0,0,0,0,0,0,0,0,3,3,0,1,81,0,0,0,0,0,1,0,0,3,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122,1206750,PUERCO E                    T. #,P. O. BOX 68,Sanders,Apache,Arizona,86512,WILLIAM D. HARRISON,1,423,0,0,14,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
123,1203150,FORT HUACHUCA ACCOMMODATION SCHO,SMITH AVENUE AND WINROW ROAD,FORT HUACHUCA,Cochise,Arizona,85613,THOMAS A. PITCHER,4,5,177,88,81,1244,0,0,0,0,0,0,0,0,0,0,0,2,0,0,58,0,0,0,0,0,2,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
124,1201125,BENSON PUBLIC SCHOOLS,SEVENTH STREET,Benson,Cochise,Arizona,85602,"BEN RUTHERFORD, JR.",2,3,0,0,274,691,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
125,1201470,BUENA SCHOOL DISTRICT #68,4001 FRY BLVD,Sierra Vista,Cochise,Arizona,85635,LUTHER FLICK,5,2,88,55,223,2353,0,0,0,0,0,0,0,0,0,0,0,1,0,5,126,0,0,0,0,0,7,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
126,1202520,DOUGLAS SCHOOL DISTRICT NO 27,1132 12TH STREET,Douglas,Cochise,Arizona,85607,RONALD JENKIN,10,0,64,2,3087,1538,0,0,0,0,0,0,0,0,0,0,0,2,0,28,174,0,0,1,0,0,3,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,1209255,WILLCOX PUBLIC SCHOOLS,240 NO. BISBEE AVE.,Willcox,Cochise,Arizona,85643,JAMES C. HENDERSON,3,3,46,4,483,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,1202865,FLAGSTAFF S. D. #1 AND FLAGSTAFF,701 N. KENDRICK,Flagstaff,Coconino,Arizona,86001,STURGEON CROMER,14,798,359,47,1412,4905,0,0,0,0,0,0,0,0,0,0,0,4,0,20,302,0,0,1,0,2,27,0,0,0,12884901889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,1203555,GRAND CANYON PUBLIC SCHOOLS,P. O. BOX 519,GRAND CANYON,Coconino,Arizona,86023,CARL H. GUTHRIE,2,74,0,0,35,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,3,0,0,0,7.13053462628379E+029,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,1209315,WILLIAMS PUBLIC SCHOOLS,419 SOUTH THIRD ST.,Williams,Coconino,Arizona,86046,H. R. STARR,3,11,58,2,180,496,0,0,0,0,0,0,0,0,0,0,0,1,0,1,41,0,0,0,0,0,1,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,1203495,GLOBE SCH DIST NO 1 & GLOBE HIGH,ADMINISTRATION BUILDING 501 ASH,Globe,Gila,Arizona,85501,"ELWOOD MILLER, SUPER",5,338,17,0,592,1758,0,0,0,0,0,0,0,0,0,0,1,0,0,6,100,0,0,0,0,0,6,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,1207245,SAFFORD PUBLIC SCHOOLS,612 ELEVENTH STREET,Safford,Graham,Arizona,85546,DONALD R. WILSON,3,47,76,16,687,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97,0,0,0,0,0,1,0,0,0,21474836486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,1202070,CLIFTON SCHOOL DISTRICT #3,PO BOX 1567,Clifton,Greenlee,Arizona,85533,MR. GUIDO P. CISLAGH,0,6,4,0,620,197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,5,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,1205280,MORENCI                 #18,,Morenci,Greenlee,Arizona,85540,P. H. DAVIDSON,5,68,6,2,873,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,3,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,1200600,"ALHAMBRA SCHOOL DISTRICT, #68",3001 WEST HAZELWOOD,Phoenix,Maricopa,Arizona,85017,WENDELL WOZENCRAFT,12,86,44,76,636,8682,0,0,0,0,0,0,0,0,0,0,1,0,1,7,381,0,0,0,0,1,58,0,0,0,30064771074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,1200960,AVONDALE                 NO. 44,235 W WESTERN AVE,Avondale,Maricopa,Arizona,85323,L. F. COOR,3,12,273,11,701,1104,0,0,0,0,0,0,0,0,0,0,2,1,0,5,83,0,0,0,0,0,4,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
137,1201380,BUCKEYE ELEMENTARY SCHOOL DISTRI,210 S. 6TH STREET,Buckeye,Maricopa,Arizona,6,WES. A. TOWNSEND,1,30,180,3,199,560,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
138,1201680,CARTWRIGHT SCHOOL DISTRICT #83,3401 N 67TH AVE,Phoenix,Maricopa,Arizona,85033,"BYRON A. BARRY, JR.",11,27,177,23,479,9341,0,0,0,0,0,0,0,0,0,0,0,3,1,5,395,0,0,0,0,0,16,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,1201860,CHANDLER SCHOOL DIST. NO. 80,500 W. GALVESTON STREET,Chandler,Maricopa,Arizona,85224,KENNETH KNOX,7,72,148,15,775,2061,0,0,0,0,0,0,0,0,0,0,0,2,0,0,132,0,0,0,0,0,5,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,1202430,CREIGHTON SCHOOL DISTRICT #14,2702 E. FLOWER,Phoenix,Maricopa,Arizona,85016,"EDWON L. RIGGS, SUPE",0,45,53,29,379,5207,0,0,0,0,0,0,0,0,0,0,1,0,1,3,286,0,0,0,0,0,12,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
141,1203375,GILBERT SCHOOL DISTRICTS 41 # 20,175 WEST ELLIOT ROAD,Gilbert,Maricopa,Arizona,85234,MR. JASPER E. COWART,2,12,20,2,309,805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,1203420,GLENDALE SCHOOL DISTRICT NO. 40,5730 WEST MYRTLE AVENUE,Glendale,Maricopa,Arizona,85301,GLENN F. BURTON,6,21,30,41,1430,4148,0,0,0,0,0,0,0,0,0,0,0,0,3,6,227,0,0,0,0,0,13,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,1203450,UNION HIGH SCHOOL DISTR,7650 NORTH 43RD AVENUE,Glendale,Maricopa,Arizona,,"HOWARD T. ROBERTS, S",5,25,11,53,560,8322,0,0,0,0,0,0,0,0,0,0,0,1,2,14,400,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
144,1203960,ISAAC SCHOOL DISTRICT NO 5,1701    TH 35TH,Phoenix,Maricopa,Arizona,85009,MR. HARLEY M. MITCHE,0,80,49,17,1313,3280,0,0,0,0,0,0,0,0,0,0,1,0,1,8,186,0,0,0,0,1,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
145,1204440,LITTLETON SCHOOL DISTRICT 65,115TH AVE & BUCKEYE RD,CASHION,Maricopa,Arizona,8532,QUENTIN E. AYCOCK,2,5,2,1,515,468,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
146,1204500,MADISON SCHOOL DISTRICT NO. 38,5601 NORTH SIXTEENTH STREET,Phoenix,Maricopa,Arizona,85016,M. E. HATTER,7,31,0,69,111,6369,0,0,0,0,0,0,0,0,0,0,0,0,1,2,302,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
147,1204965,MESA PUBLIC SCHOOLS,549 NORTH STAPLEY DRIVE,Mesa,Maricopa,Arizona,85201,GEORGE N. SMITH,24,695,306,61,1878,15789,0,0,0,0,0,0,0,0,0,0,3,12,3,12,816,0,0,0,0,0,28,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,1205400,MURPHY SCHOOL DISTRICT #21,2625 WEST BUCKEYE ROAD,Phoenix,Maricopa,Arizona,85009,W. R. SULLIVAN,3,54,270,14,1102,1038,0,0,0,0,0,0,0,0,0,0,0,2,0,3,104,0,0,0,0,0,3,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,1205670,OSBORN DISTRICT #8,1226 W. OSBORN ROAD,Phoenix,Maricopa,Arizona,85013,CHARLES L. WHITECRAF,5,151,25,30,116,3225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165,0,0,0,0,0,4,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,1205670,OSBORN DISTRICT #8,1226 W. OSBORN ROAD,Phoenix,Maricopa,Arizona,85013,CHARLES L. WHITECRAF,5,151,25,30,116,3225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165,0,0,0,0,0,4,0,0,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,1206330,UNION HIGH S    L SYSTEM,2225 NORTH SIXTEENTH STREET,,Maricopa,Arizona,6,DR. HOWARD C. SEYMOU,11,265,1959,203,3743,22048,0,0,0,0,0,0,0,0,0,0,0,34,1,39,1196,0,0,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,1207080,ROOSEVELT SCHOOL DISTRICT #66,6000 SOUTH 7TH STREET,,Maricopa,Arizona,85040,"T. G. BARR, SUPERINT",13,61,3192,25,2515,3732,0,0,0,0,0,0,0,0,0,0,0,108,5,16,335,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,1207080,ROOSEVELT SCHOOL DISTRICT #66,6000 SOUTH 7TH STREET,,Maricopa,Arizona,85040,"T. G. BARR, SUPERINT",13,61,3192,25,2515,3732,0,0,0,0,0,0,0,0,0,0,0,108,5,16,335,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,1207080,ROOSEVELT SCHOOL DISTRICT #66,6000 SOUTH 7TH STREET,,Maricopa,Arizona,85040,"T. G. BARR, SUPERINT",13,61,3192,25,2515,3732,0,0,0,0,0,0,0,0,0,0,0,108,5,16,335,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,1208310,TEMPE ELEMENTARY SCHOOL DISTRICT,3205 SOUTH RURAL ROAD,Tempe,Maricopa,Arizona,85281,"MR. O. S. FEES, SUPE",14,89,123,49,1918,7811,0,0,0,0,0,0,0,0,0,0,0,2,1,23,378,0,0,0,0,0,25,0,0,0,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,1208340,E UNION HIGH,1730 MILL AVENUE,Tempe,Maricopa,Arizona,,F.J. BENEDICT,2,38,44,15,508,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,7,159,0,0,0,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,1208520,TOLLESON UNION HIGH SCHOOL,9419 WEST VAN BUREN,Tolleson,Maricopa,Arizona,85353,EDWARD T. WALSH,1,18,7,2,283,380,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,0,0,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
158,1209060,WASHINGTON ELEMENTARY SCHOOL DIS,8610 NORTH 19TH AVENUE,Phoenix,Maricopa,Arizona,85021,RICHARD E. MILLER,16,104,19,85,563,15613,0,0,0,0,0,0,0,0,0,0,0,0,5,6,699,0,0,0,0,0,32,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,1209390,WILSON SCHOOL DISTRICT NO 7,2411 EAST BUCKEYE ROAD,Phoenix,Maricopa,Arizona,85034,DR. PATRICK B. HENDE,2,47,251,4,1444,390,0,0,0,0,0,0,0,0,0,0,0,2,0,7,98,0,0,0,0,0,0,0,0,0,7.92281625142643E+028,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,1207740,DEER VALLEY SCHOOL DISTRICT #97,2020 WEST MORNINGSIDE DRIVE,Phoenix,Maricopa,Arizona,85023,"MR. A. E. NICHOLSON,",0,2,1,1,48,823,0,0,0,0,0,0,0,0,0,0,0,1,0,1,36,0,0,0,0,0,2,0,0,0,2.37684487542793E+029,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
